chainName,fig1,fig2,corr,p_values
cosmos,Interchain Foundation #02-boxplot,Coinbase #05-boxplot,0.648927052,1.96E-292
cosmos,Kraken #01-amountValue,Coinbase #05-boxplot,0.648679029,3.86E-292
cosmos,DokiaCapital #01 (Validator)-boxplot,Bitforex #01 (Deposit)-amountValue,0.648073326,2.02E-291
cosmos,DokiaCapital #01 (Validator)-boxplot,distribution-amountValue,0.64572885,1.19E-288
cosmos,Interchain Foundation #02-boxplot,Bithumb #03-amountValue,0.642934338,2.22E-285
cosmos,DokiaCapital #02 (Validator)-boxplot,Upbit #11 (Staking)-amountValue,0.642715301,3.98E-285
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #16 (Staking)-boxplot,0.64227667,1.29E-284
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #18 (Staking)-boxplot,0.642226277,1.47E-284
cosmos,Kraken #01-amountValue,Interchain Foundation #01-boxplot,0.641521995,9.66E-284
cosmos,DokiaCapital #02 (Validator)-amountValue,Interchain Foundation #02-amountValue,0.640386297,1.98E-282
cosmos,Interchain Foundation #02-amountValue,DokiaCapital #02 (Validator)-amountValue,0.640386297,1.98E-282
cosmos,DokiaCapital #02 (Validator)-boxplot,Upbit #19 (Staking)-amountValue,0.637536701,3.67E-279
cosmos,DokiaCapital #01 (Validator)-amountValue,Coinbase #08-boxplot,0.637107801,1.13E-278
cosmos,Binance #04 (Staking)-amountValue,Coinbase #06-boxplot,0.636704754,3.26E-278
cosmos,Coinbase #06-boxplot,Binance #04 (Staking)-amountValue,0.636704754,3.26E-278
cosmos,DokiaCapital #02 (Validator)-boxplot,Upbit #16 (Staking)-amountValue,0.636655933,3.70E-278
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #15 (Staking)-boxplot,0.633766224,6.86E-275
cosmos,Interchain Foundation #02-boxplot,Interchain Foundation #01-boxplot,0.633270048,2.48E-274
cosmos,DokiaCapital #01 (Validator)-boxplot,bonded_tokens_pool-amountValue,0.632643608,1.25E-273
cosmos,DokiaCapital #02 (Validator)-boxplot,Upbit #13 (Staking)-amountValue,0.632279263,3.20E-273
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #19 (Staking)-boxplot,0.632013898,6.33E-273
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #13 (Staking)-boxplot,0.630912031,1.07E-271
cosmos,DokiaCapital #02 (Validator)-amountValue,Ignite-boxplot,0.629943485,1.28E-270
cosmos,DokiaCapital #01 (Validator)-amountValue,MEXC #01 (Deposit)-boxplot,0.629352607,5.77E-270
cosmos,DokiaCapital #01 (Validator)-amountValue,bondedTokens,0.627461712,7.03E-268
cosmos,Coinbase #06-boxplot,bonded_tokens_pool-amountValue,0.623705683,8.86E-264
cosmos,DokiaCapital #01 (Validator)-boxplot,Binance #04 (Staking)-amountValue,0.623347615,2.16E-263
cosmos,Binance #04 (Staking)-amountValue,DokiaCapital #01 (Validator)-boxplot,0.623347615,2.16E-263
cosmos,DokiaCapital #02 (Validator)-boxplot,Interchain Foundation #02-amountValue,0.622981427,5.39E-263
cosmos,Interchain Foundation #02-amountValue,DokiaCapital #02 (Validator)-boxplot,0.622981427,5.39E-263
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #12 (Staking)-boxplot,0.620001816,8.63E-260
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #17 (Staking)-boxplot,0.617533513,3.67E-257
cosmos,DokiaCapital #02 (Validator)-amountValue,Kraken #01-boxplot,0.617238787,7.53E-257
cosmos,Kraken #01-boxplot,DokiaCapital #02 (Validator)-amountValue,0.617238787,7.53E-257
cosmos,Interchain Foundation #02-amountValue,Upbit #10 (Validator)-boxplot,0.616332178,6.85E-256
cosmos,DokiaCapital #02 (Validator)-amountValue,Bitforex #01 (Deposit)-boxplot,0.615978571,1.62E-255
cosmos,DokiaCapital #02 (Validator)-boxplot,Upbit #10 (Validator)-boxplot,0.615930926,1.82E-255
cosmos,Kraken #01-boxplot,Ignite-amountValue,0.614101252,1.52E-253
cosmos,DokiaCapital #01 (Validator)-boxplot,Upbit #02 (Withdraw)-boxplot,0.613045096,1.93E-252
cosmos,Coinbase #06-boxplot,Upbit #16 (Staking)-amountValue,0.612682769,4.60E-252
cosmos,Coinbase #06-boxplot,Upbit #13 (Staking)-amountValue,0.61260563,5.54E-252
cosmos,HitBTC #02-boxplot,bondedTokens,0.541566102,1.75E-186
cosmos,HitBTC #02-boxplot,communityTokens,0.559709414,1.02E-201
cosmos,HitBTC #02-boxplot,Binance #04 (Staking)-amountValue,0.758043678,0
cosmos,HitBTC #02-boxplot,Bitforex #01 (Deposit)-amountValue,0.502757419,7.42E-157
cosmos,HitBTC #02-boxplot,Bithumb #03-amountValue,0.556475206,6.22E-199
cosmos,HitBTC #02-boxplot,Coinbase #08-amountValue,0.708123126,0
cosmos,HitBTC #02-boxplot,Digfinex #01 (Deposit)-amountValue,0.727600168,0
cosmos,HitBTC #02-boxplot,HitBTC #02-amountValue,0.785173045,0
cosmos,HitBTC #02-boxplot,MEXC #01 (Deposit)-amountValue,0.70093598,0
cosmos,HitBTC #02-boxplot,OKK #01-amountValue,0.782757437,0
cosmos,HitBTC #02-boxplot,Upbit #11 (Staking)-amountValue,0.602014276,3.70E-241
cosmos,HitBTC #02-boxplot,Upbit #13 (Staking)-amountValue,0.607266952,1.78E-246
cosmos,HitBTC #02-boxplot,Upbit #16 (Staking)-amountValue,0.606209872,2.13E-245
cosmos,HitBTC #02-boxplot,Upbit #19 (Staking)-amountValue,0.605671788,7.52E-245
cosmos,HitBTC #02-boxplot,bonded_tokens_pool-amountValue,0.759287722,0
cosmos,HitBTC #02-boxplot,distribution-amountValue,0.746927409,0
cosmos,HitBTC #02-boxplot,Binance #04 (Staking)-boxplot,0.742316814,0
cosmos,HitBTC #02-boxplot,Bithumb #03-boxplot,0.575094321,2.14E-215
cosmos,HitBTC #02-boxplot,Coinbase #08-boxplot,0.672310789,1.47e-321
cosmos,HitBTC #02-boxplot,Digfinex #01 (Deposit)-boxplot,0.688835649,0
cosmos,HitBTC #02-boxplot,MEXC #01 (Deposit)-boxplot,0.67948927,0
cosmos,HitBTC #02-boxplot,OKK #01-boxplot,0.762965364,0
cosmos,HitBTC #02-boxplot,bonded_tokens_pool-boxplot,0.749674615,0
cosmos,HitBTC #02-boxplot,distribution-boxplot,0.717421344,0
cosmos,Ignite-boxplot,Bitforex #01 (Deposit)-amountValue,0.905440234,0
cosmos,Ignite-boxplot,Bithumb #03-amountValue,0.649806136,1.75E-293
cosmos,Ignite-boxplot,Coinbase #08-amountValue,0.524700056,3.92E-173
cosmos,Ignite-boxplot,DokiaCapital #02 (Validator)-amountValue,0.629943485,1.28E-270
cosmos,Ignite-boxplot,Ignite-amountValue,0.740133116,0
cosmos,Ignite-boxplot,Interchain Foundation #01-amountValue,0.51808739,4.22E-168
cosmos,Ignite-boxplot,Interchain Foundation #02-amountValue,0.572212946,8.85E-213
cosmos,Ignite-boxplot,Kraken #01-amountValue,0.859208203,0
cosmos,Ignite-boxplot,Upbit #10 (Validator)-amountValue,0.536391903,2.63E-182
cosmos,Ignite-boxplot,Upbit #11 (Staking)-amountValue,0.813781503,0
cosmos,Ignite-boxplot,Upbit #13 (Staking)-amountValue,0.805380585,0
cosmos,Ignite-boxplot,Upbit #16 (Staking)-amountValue,0.808773221,0
cosmos,Ignite-boxplot,Upbit #19 (Staking)-amountValue,0.809035462,0
cosmos,Ignite-boxplot,bonded_tokens_pool-amountValue,0.525532353,8.96E-174
cosmos,Ignite-boxplot,distribution-amountValue,0.543403889,5.53E-188
cosmos,Ignite-boxplot,not_bonded_tokens_pool-amountValue,0.514035292,4.50E-165
cosmos,Ignite-boxplot,Bitforex #01 (Deposit)-boxplot,0.835614298,0
cosmos,Ignite-boxplot,Coinbase #03-boxplot,0.649817532,1.70E-293
cosmos,Ignite-boxplot,Coinbase #05-boxplot,0.645027861,7.93E-288
cosmos,Ignite-boxplot,Coinone #01(Deposit)-boxplot,0.5432132,7.92E-188
cosmos,Ignite-boxplot,DokiaCapital #02 (Validator)-boxplot,0.821397006,0
cosmos,Ignite-boxplot,Interchain Foundation #01-boxplot,0.659877216,9.55E-306
cosmos,Ignite-boxplot,Interchain Foundation #02-boxplot,0.966466402,0
cosmos,Ignite-boxplot,Kraken #01-boxplot,0.808703256,0
cosmos,Ignite-boxplot,Upbit #01 (Deposit)-boxplot,0.543020107,1.14E-187
cosmos,Ignite-boxplot,Upbit #10 (Validator)-boxplot,0.741801119,0
cosmos,Ignite-boxplot,Upbit #11 (Staking)-boxplot,0.831876447,0
cosmos,Ignite-boxplot,Upbit #12 (Staking)-boxplot,0.835605326,0
cosmos,Ignite-boxplot,Upbit #13 (Staking)-boxplot,0.840953424,0
cosmos,Ignite-boxplot,Upbit #14 (Staking)-boxplot,0.833978283,0
cosmos,Ignite-boxplot,Upbit #15 (Staking)-boxplot,0.837410996,0
cosmos,Ignite-boxplot,Upbit #16 (Staking)-boxplot,0.843836848,0
cosmos,Ignite-boxplot,Upbit #17 (Staking)-boxplot,0.83535272,0
cosmos,Ignite-boxplot,Upbit #18 (Staking)-boxplot,0.841233392,0
cosmos,Ignite-boxplot,Upbit #19 (Staking)-boxplot,0.843065567,0
cosmos,Ignite-boxplot,Upbit #20 (Staking)-boxplot,0.846070968,0
cosmos,Ignite-boxplot,not_bonded_tokens_pool-boxplot,0.692323316,0
cosmos,Coinbase #06-boxplot,Upbit #19 (Staking)-amountValue,0.612184781,1.52E-251
cosmos,Interchain Foundation #01-amountValue,Upbit #19 (Staking)-boxplot,0.751023958,0
cosmos,Interchain Foundation #01-amountValue,Upbit #11 (Staking)-boxplot,0.750778764,0
cosmos,distribution-amountValue,Digfinex #01 (Deposit)-boxplot,0.749734888,0
cosmos,bonded_tokens_pool-boxplot,HitBTC #02-boxplot,0.749674615,0
cosmos,bonded_tokens_pool-amountValue,Bithumb #03-boxplot,0.74858955,0
cosmos,distribution-amountValue,HitBTC #02-boxplot,0.746927409,0
juno,not_bonded_tokens_pool-boxplot,supplyCirculating,0.746742856,0
cosmos,distribution-amountValue,MEXC #01 (Deposit)-boxplot,0.743851037,0
juno,bonded_tokens_pool-boxplot,bondedTokens,0.742886157,0
cosmos,Binance #04 (Staking)-boxplot,HitBTC #02-boxplot,0.742316814,0
juno,bonded_tokens_pool-amountValue,not_bonded_tokens_pool-boxplot,0.741985398,0
juno,not_bonded_tokens_pool-boxplot,bonded_tokens_pool-amountValue,0.741985398,0
cosmos,Coinbase #06-boxplot,Upbit #11 (Staking)-amountValue,0.611149914,1.80E-250
cosmos,Interchain Foundation #01-amountValue,Upbit #14 (Staking)-boxplot,0.739676548,0
cosmos,Binance #04 (Staking)-boxplot,Bithumb #03-amountValue,0.73941088,0
cosmos,Interchain Foundation #01-amountValue,Upbit #16 (Staking)-boxplot,0.73778084,0
cosmos,Interchain Foundation #01-amountValue,Upbit #20 (Staking)-boxplot,0.732820765,0
juno,bonded_tokens_pool-boxplot,supplyCirculating,0.731822075,0
cosmos,distribution-boxplot,OKK #01-amountValue,0.731632394,0
cosmos,distribution-amountValue,Bithumb #03-boxplot,0.730840392,0
cosmos,Interchain Foundation #01-amountValue,Upbit #13 (Staking)-boxplot,0.72961867,0
cosmos,Interchain Foundation #01-amountValue,Bitforex #01 (Deposit)-boxplot,0.725617943,0
kava,bonded_tokens_pool-boxplot,bondedTokens,0.725412752,0
cosmos,Kraken #01-amountValue,fee_collector-boxplot,0.610616029,6.43E-250
cosmos,Interchain Foundation #01-amountValue,Upbit #18 (Staking)-boxplot,0.724390493,0
cosmos,Interchain Foundation #01-amountValue,Upbit #15 (Staking)-boxplot,0.723516849,0
cosmos,distribution-boxplot,Digfinex #01 (Deposit)-boxplot,0.723489828,0
cosmos,Interchain Foundation #02-boxplot,not_bonded_tokens_pool-boxplot,0.609952304,3.12E-249
cosmos,Interchain Foundation #01-amountValue,Upbit #17 (Staking)-boxplot,0.722271749,0
cosmos,Interchain Foundation #01-amountValue,Upbit #12 (Staking)-boxplot,0.721870746,0
cosmos,DokiaCapital #01 (Validator)-boxplot,MEXC #01 (Deposit)-boxplot,0.60744985,1.16E-246
juno,distribution-amountValue,distribution-boxplot,0.720480693,0
juno,distribution-boxplot,distribution-amountValue,0.720480693,0
juno,not_bonded_tokens_pool-boxplot,bondedTokens,0.719459058,0
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #14 (Staking)-boxplot,0.607201831,2.08E-246
cosmos,distribution-boxplot,HitBTC #02-boxplot,0.717421344,0
cosmos,Coinbase #06-boxplot,distribution-amountValue,0.602566853,1.03E-241
cosmos,distribution-boxplot,MEXC #01 (Deposit)-boxplot,0.716400382,0
cosmos,Interchain Foundation #01-amountValue,Kraken #01-boxplot,0.712977013,0
cosmos,Kraken #01-boxplot,fee_collector-amountValue,0.60186399,5.24E-241
cosmos,bonded_tokens_pool-boxplot,bondedTokens,0.70816943,0
cosmos,DokiaCapital #01 (Validator)-amountValue,Digfinex #01 (Deposit)-boxplot,0.601759121,6.67E-241
cosmos,Kraken #01-boxplot,Coinbase #05-boxplot,0.600461813,1.32E-239
cosmos,Coinbase #06-boxplot,Coinbase #08-amountValue,0.596785589,5.81E-236
cosmos,distribution-boxplot,Bithumb #03-boxplot,0.703190405,0
cosmos,Binance #04 (Staking)-boxplot,MEXC #01 (Deposit)-boxplot,0.70244917,0
cosmos,Kraken #01-amountValue,low24h,0.595886161,4.45E-235
cosmos,DokiaCapital #01 (Validator)-boxplot,Coinbase #08-boxplot,0.595842732,4.91E-235
cosmos,distribution-boxplot,OKK #01-boxplot,0.698190957,0
cosmos,DokiaCapital #02 (Validator)-amountValue,fee_collector-amountValue,0.595688835,6.95E-235
cosmos,DokiaCapital #01 (Validator)-boxplot,Upbit #01 (Deposit)-boxplot,0.593714175,5.91E-233
cosmos,bonded_tokens_pool-boxplot,MEXC #01 (Deposit)-boxplot,0.697625242,0
cosmos,Interchain Foundation #02-amountValue,Coinbase #03-boxplot,0.590277244,1.26E-229
cosmos,not_bonded_tokens_pool-boxplot,Ignite-boxplot,0.692323316,0
cosmos,bonded_tokens_pool-amountValue,Bithumb #02 (Withdraw)-amountValue,0.691512319,0
juno,bonded_tokens_pool-amountValue,JUNO ATOM Pool-boxplot,0.689482217,0
cosmos,Interchain Foundation #02-boxplot,Coinbase #03-boxplot,0.589972519,2.47E-229
cosmos,DokiaCapital #02 (Validator)-amountValue,Upbit #11 (Staking)-boxplot,0.586088564,1.26E-225
cosmos,Binance #04 (Staking)-amountValue,Upbit #02 (Withdraw)-boxplot,0.583815759,1.77E-223
cosmos,DokiaCapital #01 (Validator)-boxplot,Bithumb #03-boxplot,0.583048734,9.29E-223
cosmos,Kraken #01-boxplot,Coinone #01(Deposit)-boxplot,0.580311975,3.34E-220
cosmos,bonded_tokens_pool-boxplot,Bithumb #03-boxplot,0.685322499,0
cosmos,DokiaCapital #01 (Validator)-amountValue,communityTokens,0.574785538,4.09E-215
cosmos,Interchain Foundation #01-amountValue,DokiaCapital #02 (Validator)-boxplot,0.683267151,0
cosmos,Coinbase #06-boxplot,Bithumb #03-amountValue,0.574263835,1.22E-214
cosmos,Binance #04 (Staking)-boxplot,Upbit #13 (Staking)-amountValue,0.675032637,0
cosmos,bonded_tokens_pool-boxplot,Digfinex #01 (Deposit)-boxplot,0.674455677,0
cosmos,DokiaCapital #01 (Validator)-boxplot,Binance #03 (Withdraw)-boxplot,0.574262424,1.22E-214
cosmos,Binance #04 (Staking)-boxplot,Upbit #16 (Staking)-amountValue,0.673376007,6e-323
cosmos,Binance #04 (Staking)-boxplot,Upbit #19 (Staking)-amountValue,0.672950673,2.17e-322
cosmos,Interchain Foundation #02-amountValue,apr,0.574245883,1.27E-214
juno,bonded_tokens_pool-amountValue,JUNO OSMO Pool-boxplot,0.670125111,3.6143185e-317
osmosis,distribution-boxplot,bondedTokens,0.669860795,2.21201e-318
cosmos,Binance #04 (Staking)-boxplot,Upbit #11 (Staking)-amountValue,0.668346878,1.96112006e-316
cosmos,Interchain Foundation #02-amountValue,Kraken #01-amountValue,0.573936594,2.42E-214
cosmos,Kraken #01-amountValue,Interchain Foundation #02-amountValue,0.573936594,2.42E-214
cosmos,Coinbase #06-boxplot,Bitforex #01 (Deposit)-amountValue,0.573576269,5.15E-214
cosmos,Binance #04 (Staking)-boxplot,Digfinex #01 (Deposit)-boxplot,0.663161284,7.5419542801834e-310
cosmos,Interchain Foundation #01-amountValue,Upbit #10 (Validator)-boxplot,0.662593628,0.00E+00
cosmos,Kraken #01-amountValue,high24h,0.572253931,8.13E-213
cosmos,Interchain Foundation #01-boxplot,Ignite-boxplot,0.659877216,9.55E-306
cosmos,Interchain Foundation #02-amountValue,Ignite-boxplot,0.572212946,8.85E-213
cosmos,Coinbase #06-boxplot,OKK #01-amountValue,0.571847713,1.89E-212
cosmos,Kraken #01-amountValue,cap,0.570148239,6.40E-211
cosmos,DokiaCapital #01 (Validator)-boxplot,Binance #02 (Deposit)-boxplot,0.569863985,1.15E-210
cosmos,Kraken #01-amountValue,price,0.569845099,1.20E-210
cosmos,bonded_tokens_pool-boxplot,communityTokens,0.658121269,1.42E-303
cosmos,Kraken #01-amountValue,capBTC,0.569698774,1.62E-210
cosmos,distribution-boxplot,DokiaCapital #01 (Validator)-amountValue,0.652504926,1.01E-296
cosmos,Kraken #01-amountValue,priceBTC,0.569600071,1.99E-210
cosmos,DokiaCapital #01 (Validator)-boxplot,Upbit #10 (Validator)-boxplot,0.568790062,1.05E-209
cosmos,DokiaCapital #01 (Validator)-amountValue,Bithumb #02 (Withdraw)-boxplot,0.567590935,1.23E-208
cosmos,bonded_tokens_pool-amountValue,Bithumb #02 (Withdraw)-boxplot,0.646708902,8.33E-290
juno,distribution-amountValue,bonded_tokens_pool-boxplot,0.646686059,2.29E-288
cosmos,MEXC #01 (Deposit)-boxplot,bondedTokens,0.529437849,8.31E-177
cosmos,MEXC #01 (Deposit)-boxplot,inflation,0.580153249,4.69E-220
cosmos,MEXC #01 (Deposit)-boxplot,capBTC,-0.566893443,5.14E-208
cosmos,MEXC #01 (Deposit)-boxplot,priceBTC,-0.567034379,3.85E-208
cosmos,MEXC #01 (Deposit)-boxplot,Binance #04 (Staking)-amountValue,0.770177839,0
cosmos,MEXC #01 (Deposit)-boxplot,Bitforex #01 (Deposit)-amountValue,0.511181651,5.78E-163
cosmos,MEXC #01 (Deposit)-boxplot,Bithumb #02 (Withdraw)-amountValue,0.725855651,0
cosmos,MEXC #01 (Deposit)-boxplot,Bithumb #03-amountValue,0.672617019,5.83e-322
cosmos,MEXC #01 (Deposit)-boxplot,Coinbase #08-amountValue,0.765916737,0
cosmos,MEXC #01 (Deposit)-boxplot,Digfinex #01 (Deposit)-amountValue,0.832091069,0
cosmos,MEXC #01 (Deposit)-boxplot,DokiaCapital #01 (Validator)-amountValue,0.629352607,5.77E-270
cosmos,MEXC #01 (Deposit)-boxplot,MEXC #01 (Deposit)-amountValue,0.899802794,0
cosmos,MEXC #01 (Deposit)-boxplot,OKK #01-amountValue,0.781339763,0
cosmos,MEXC #01 (Deposit)-boxplot,Upbit #11 (Staking)-amountValue,0.637530568,3.73E-279
cosmos,MEXC #01 (Deposit)-boxplot,Upbit #13 (Staking)-amountValue,0.645897209,7.54E-289
cosmos,MEXC #01 (Deposit)-boxplot,Upbit #16 (Staking)-amountValue,0.642903162,2.41E-285
cosmos,MEXC #01 (Deposit)-boxplot,Upbit #19 (Staking)-amountValue,0.642894695,2.46E-285
cosmos,MEXC #01 (Deposit)-boxplot,bonded_tokens_pool-amountValue,0.788194443,0
cosmos,MEXC #01 (Deposit)-boxplot,distribution-amountValue,0.743851037,0
cosmos,MEXC #01 (Deposit)-boxplot,Binance #04 (Staking)-boxplot,0.70244917,0
cosmos,MEXC #01 (Deposit)-boxplot,Bithumb #02 (Withdraw)-boxplot,0.68690089,0
cosmos,MEXC #01 (Deposit)-boxplot,Bithumb #03-boxplot,0.667909295,7.13390714e-316
cosmos,MEXC #01 (Deposit)-boxplot,Coinbase #08-boxplot,0.698027084,0
cosmos,MEXC #01 (Deposit)-boxplot,Digfinex #01 (Deposit)-boxplot,0.853566591,0
cosmos,MEXC #01 (Deposit)-boxplot,DokiaCapital #01 (Validator)-boxplot,0.60744985,1.16E-246
cosmos,MEXC #01 (Deposit)-boxplot,HitBTC #02-boxplot,0.67948927,0
cosmos,MEXC #01 (Deposit)-boxplot,OKK #01-boxplot,0.716636978,0
cosmos,MEXC #01 (Deposit)-boxplot,Upbit #02 (Withdraw)-boxplot,0.528442948,4.96E-176
cosmos,MEXC #01 (Deposit)-boxplot,bonded_tokens_pool-boxplot,0.697625242,0
cosmos,MEXC #01 (Deposit)-boxplot,distribution-boxplot,0.716400382,0
cosmos,OKK #01-boxplot,bondedTokens,0.671305282,2.989e-320
cosmos,OKK #01-boxplot,communityTokens,0.606990904,3.41E-246
cosmos,OKK #01-boxplot,Binance #04 (Staking)-amountValue,0.821763538,0
cosmos,OKK #01-boxplot,Bitforex #01 (Deposit)-amountValue,0.50802774,1.17E-160
cosmos,OKK #01-boxplot,Bithumb #03-amountValue,0.581357794,3.55E-221
cosmos,OKK #01-boxplot,Coinbase #08-amountValue,0.768644672,0
cosmos,OKK #01-boxplot,Digfinex #01 (Deposit)-amountValue,0.822905247,0
cosmos,OKK #01-boxplot,HitBTC #02-amountValue,0.623103023,3.98E-263
cosmos,OKK #01-boxplot,MEXC #01 (Deposit)-amountValue,0.772077446,0
cosmos,OKK #01-boxplot,OKK #01-amountValue,0.928337594,0
cosmos,OKK #01-boxplot,Upbit #11 (Staking)-amountValue,0.624164272,2.82E-264
cosmos,OKK #01-boxplot,Upbit #13 (Staking)-amountValue,0.629223722,8.02E-270
cosmos,OKK #01-boxplot,Upbit #16 (Staking)-amountValue,0.628047119,1.60E-268
cosmos,OKK #01-boxplot,Upbit #19 (Staking)-amountValue,0.627819569,2.84E-268
cosmos,OKK #01-boxplot,bonded_tokens_pool-amountValue,0.832306831,0
cosmos,OKK #01-boxplot,distribution-amountValue,0.773964516,0
cosmos,OKK #01-boxplot,Binance #04 (Staking)-boxplot,0.813420331,0
cosmos,OKK #01-boxplot,Bithumb #03-boxplot,0.625033701,3.19E-265
cosmos,OKK #01-boxplot,Coinbase #06-boxplot,0.505787345,4.93E-159
cosmos,OKK #01-boxplot,Coinbase #08-boxplot,0.655381149,3.26E-300
cosmos,OKK #01-boxplot,Digfinex #01 (Deposit)-boxplot,0.722068317,0
cosmos,OKK #01-boxplot,HitBTC #02-boxplot,0.762965364,0
cosmos,OKK #01-boxplot,MEXC #01 (Deposit)-boxplot,0.716636978,0
cosmos,OKK #01-boxplot,bonded_tokens_pool-boxplot,0.875659019,0
cosmos,OKK #01-boxplot,distribution-boxplot,0.698190957,0
cosmos,Upbit #01 (Deposit)-boxplot,Binance #04 (Staking)-amountValue,0.544035275,1.68E-188
cosmos,Upbit #01 (Deposit)-boxplot,Bitforex #01 (Deposit)-amountValue,0.646004447,5.64E-289
cosmos,Upbit #01 (Deposit)-boxplot,Bithumb #03-amountValue,0.615580651,4.24E-255
cosmos,Upbit #01 (Deposit)-boxplot,Coinbase #08-amountValue,0.526515385,1.56E-174
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #01 (Deposit)-amountValue,0.738494391,0
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #11 (Staking)-amountValue,0.649227414,8.58E-293
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #13 (Staking)-amountValue,0.64872408,3.41E-292
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #16 (Staking)-amountValue,0.648306169,1.07E-291
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #19 (Staking)-amountValue,0.648616906,4.57E-292
cosmos,Upbit #01 (Deposit)-boxplot,distribution-amountValue,0.50237512,1.39E-156
cosmos,Upbit #01 (Deposit)-boxplot,Bitforex #01 (Deposit)-boxplot,0.558368657,1.47E-200
cosmos,Upbit #01 (Deposit)-boxplot,Coinbase #01-boxplot,0.588446718,7.16E-228
cosmos,Upbit #01 (Deposit)-boxplot,Coinbase #03-boxplot,0.585255094,7.76E-225
cosmos,Upbit #01 (Deposit)-boxplot,DokiaCapital #01 (Validator)-boxplot,0.593714175,5.91E-233
cosmos,Upbit #01 (Deposit)-boxplot,Ignite-boxplot,0.543020107,1.14E-187
cosmos,Upbit #01 (Deposit)-boxplot,Interchain Foundation #01-boxplot,0.515102624,7.24E-166
cosmos,Upbit #01 (Deposit)-boxplot,Interchain Foundation #02-boxplot,0.541942634,8.65E-187
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #02 (Withdraw)-boxplot,0.547880877,1.11E-191
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #10 (Validator)-boxplot,0.50133807,7.64E-156
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #11 (Staking)-boxplot,0.524237689,8.89E-173
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #12 (Staking)-boxplot,0.533879845,2.64E-180
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #13 (Staking)-boxplot,0.501026103,1.27E-155
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #14 (Staking)-boxplot,0.524374919,6.97E-173
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #15 (Staking)-boxplot,0.506851626,8.38E-160
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #16 (Staking)-boxplot,0.501989511,2.62E-156
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #17 (Staking)-boxplot,0.536691362,1.51E-182
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #18 (Staking)-boxplot,0.50465382,3.24E-158
cosmos,Upbit #01 (Deposit)-boxplot,Upbit #20 (Staking)-boxplot,0.51183137,1.92E-163
cosmos,Upbit #02 (Withdraw)-boxplot,Binance #04 (Staking)-amountValue,0.583815759,1.77E-223
cosmos,Upbit #02 (Withdraw)-boxplot,Bitforex #01 (Deposit)-amountValue,0.527410024,3.16E-175
cosmos,Upbit #02 (Withdraw)-boxplot,Bithumb #02 (Withdraw)-amountValue,0.509036562,2.16E-161
cosmos,Upbit #02 (Withdraw)-boxplot,Bithumb #03-amountValue,0.637571655,3.35E-279
cosmos,Upbit #02 (Withdraw)-boxplot,Coinbase #08-amountValue,0.618793675,1.68E-258
cosmos,Upbit #02 (Withdraw)-boxplot,MEXC #01 (Deposit)-amountValue,0.534333425,1.15E-180
cosmos,Upbit #02 (Withdraw)-boxplot,Upbit #02 (Withdraw)-amountValue,0.844893799,0
cosmos,Upbit #02 (Withdraw)-boxplot,Upbit #11 (Staking)-amountValue,0.600088124,3.12E-239
cosmos,Upbit #02 (Withdraw)-boxplot,Upbit #13 (Staking)-amountValue,0.604927134,4.28E-244
cosmos,Upbit #02 (Withdraw)-boxplot,Upbit #16 (Staking)-amountValue,0.602615761,9.21E-242
cosmos,Upbit #02 (Withdraw)-boxplot,Upbit #19 (Staking)-amountValue,0.602513619,1.17E-241
cosmos,Upbit #02 (Withdraw)-boxplot,bonded_tokens_pool-amountValue,0.57890352,6.76E-219
cosmos,Upbit #02 (Withdraw)-boxplot,distribution-amountValue,0.585834762,2.19E-225
cosmos,Upbit #02 (Withdraw)-boxplot,Bithumb #03-boxplot,0.527002687,6.53E-175
cosmos,Upbit #02 (Withdraw)-boxplot,Coinbase #01-boxplot,0.603671731,7.96E-243
cosmos,Upbit #02 (Withdraw)-boxplot,Coinbase #08-boxplot,0.526316719,2.22E-174
cosmos,Upbit #02 (Withdraw)-boxplot,Digfinex #01 (Deposit)-boxplot,0.553055116,5.07E-196
